"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,6.3,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,4.9,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,1.6,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,67.8,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,56.4,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,3.9,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,6.5,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,92.4,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,2.9,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,53.5,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,5.1,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,5.3,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,46.9,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,83.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,8.3,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,7.5,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,5.4,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,83.4,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,4.3,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,22.1,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,3.4,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,6.3,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,6.3,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,8.5,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,81.3,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,29.3,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,30.9,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,8.2,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,53.6,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,64.6,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,48.8,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,8.9,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,13.4,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,61.5,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,78.4,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,6.7,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,51.6,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,10.8,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,11,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,84.6,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,39.2,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,55.4,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,9.7,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,67,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,61.8,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,82.6,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,5.1,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,21.5,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,45.5,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,92.3,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,81.8,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,5.1,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,59.4,,
"ZAF","South Africa","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,49.9,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,73.1,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,16.5,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,8,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,88.8,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,5.6,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,3.9,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,10.7,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,45.7,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,56.6,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,34.2,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,74,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,32.9,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,85.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,65.1,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,8.9,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,23,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,67.1,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,5.9,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,48.2,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,4.9,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,77.4,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,6.5,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,91.5,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,53.7,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,6.1,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,71.2,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,68.9,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,60.1,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,5.8,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,5.4,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,5.1,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,61.1,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,11.1,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,10.1,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,1.8,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,75.3,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,68.8,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,66,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,10,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,57.1,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,3,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,7,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,58.9,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,77,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,4.4,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.4,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,49.8,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,55.8,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,12.7,,
